,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
atl,@ dal,tor,@ lal,@ sac,@ den,orl,@ cha,nyk,phi,@ nyk,@ mia,det,@ det,bos,orl,@ hou,dal,@ was,@ sas,lac,cle,okc,was,@ nyk,lal,sac,uth,@ mia,@ cle,cha,@ orl,@ bos,gsw,@ chi,@ bkn,ind,hou,@ mem,bkn,mia,@ orl,sas,@ mil,@ okc,det,@ phi,min,ind,@ nor,mem,@ chi,@ tor,@ ind,was,@ det,nyk,chi,@ bos,@ pho,@ por,@ gsw,@ lac,@ uth,mil,den,@ cha,tor,nor,@ tor,pho,@ min,por,@ was,phi,chi,cle,@ ind,bos,@ bkn,mia,cha,@ mil
bkn,@ tor,mil,@ det,@ mem,uth,@ orl,@ mia,orl,cha,por,@ min,@ hou,@ sas,ind,@ atl,@ cha,mem,cle,@ mil,mil,den,@ nyk,@ bkn,lac,nyk,min,det,was,@ ind,cle,atl,@ chi,nor,@ okc,@ den,@ lac,@ gsw,@ por,hou,tor,lal,@ orl,@ mia,@ was,okc,bkn,@ nyk,phi,orl,@ phi,sac,dal,@ mil,sas,@ pho,@ lal,@ sac,@ uth,atl,ind,gsw,bkn,det,@ ind,nyk,pho,@ nor,@ dal,mia,@ bkn,tor,@ tor,chi,@ chi,@ was,phi,@ det,@ atl,cha,@ cle,@ phi,was
bos,@ cle,mia,@ orl,uth,@ was,ind,@ sac,@ pho,@ lac,por,@ cha,@ min,det,@ tor,lal,@ hou,@ mem,den,nyk,@ mil,bos,lac,@ det,phi,was,@ phi,ind,chi,mil,@ ind,@ sas,@ okc,cle,atl,gsw,mia,@ tor,@ atl,@ nyk,orl,dal,@ bos,tor,okc,@ ind,phi,sas,@ det,nor,cha,@ chi,@ uth,@ gsw,@ lal,@ por,@ den,@ mil,chi,mem,@ bos,sac,tor,@ mia,@ was,pho,cha,bos,@ dal,@ nor,@ cha,cle,min,hou,@ nyk,det,@ phi,@ mia,@ orl,atl,orl,nyk,@ cle
cha,@ hou,cle,@ nor,@ nyk,tor,nyk,atl,@ bos,@ cle,mia,@ chi,bkn,pho,@ mil,bos,ind,mil,@ mia,@ dal,phi,gsw,orl,@ ind,lal,sac,@ tor,@ det,uth,mil,okc,@ atl,@ uth,@ lac,@ por,@ sac,was,@ min,@ chi,nyk,@ phi,@ orl,mia,tor,lac,@ nyk,chi,@ den,@ lal,@ pho,@ gsw,sas,dal,@ bkn,@ det,det,nor,mem,@ sas,@ okc,@ mia,ind,cle,@ mem,den,@ was,min,@ mil,atl,@ bkn,por,hou,bkn,@ orl,was,@ phi,orl,@ cle,@ was,@ bos,phi,@ atl,chi
chi,@ mia,nyk,@ phi,@ ind,uth,cle,@ tor,ind,cha,@ den,@ por,@ lac,@ uth,@ det,@ cle,nor,mia,det,mil,@ nyk,@ mil,tor,orl,@ hou,@ okc,cle,@ bkn,dal,@ mem,tor,bos,atl,pho,@ mil,cha,was,@ orl,@ was,phi,lal,@ cle,lac,@ cha,min,@ sas,@ nor,@ sac,@ pho,@ gsw,@ lal,atl,bkn,@ tor,den,@ mia,@ atl,gsw,@ dal,nyk,@ bkn,@ det,mem,mia,sas,hou,sac,okc,@ phi,@ ind,phi,ind,por,@ bos,bos,@ atl,mil,@ was,@ min,det,@ nyk,orl,@ cha
cle,bkn,@ cha,@ ind,min,@ mil,@ phi,phi,@ chi,@ min,cha,@ was,was,@ nor,@ sas,mia,@ bos,chi,den,@ atl,lac,nyk,@ orl,@ mia,por,mil,@ chi,det,atl,@ bos,gsw,@ ind,orl,@ bkn,ind,phi,@ uth,@ sac,@ lal,@ por,@ den,dal,chi,mil,pho,nor,@ nyk,@ hou,@ dal,lal,@ was,mem,sac,@ det,@ phi,orl,@ tor,was,tor,@ okc,uth,@ mem,sas,@ cha,nyk,@ pho,@ gsw,@ lac,mia,okc,hou,@ nyk,tor,@ det,@ bkn,ind,@ orl,@ atl,cha,det,@ mil,bos,bkn
dal,atl,@ hou,mem,lal,@ okc,@ min,@ mil,was,@ mia,@ orl,phi,hou,uth,@ den,den,gsw,@ atl,min,cha,@ nor,@ por,@ sac,@ gsw,mil,mem,tor,@ pho,@ hou,sas,@ chi,@ min,@ was,lac,nyk,lal,@ sas,@ nor,nor,orl,@ lac,@ pho,por,@ cle,@ tor,@ bkn,det,hou,sac,cle,@ mem,uth,@ bos,@ cha,@ ind,mia,@ phi,@ det,@ nyk,nor,chi,@ sas,@ den,por,ind,@ gsw,@ uth,@ okc,bos,min,den,bkn,okc,lac,sac,gsw,@ lac,@ lal,@ sac,@ uth,sas,pho,@ mem
den,@ sac,por,sas,atl,@ pho,@ uth,lal,min,@ hou,@ okc,chi,dal,@ dal,@ min,nyk,@ tor,@ bkn,@ cle,@ bos,@ phi,@ was,uth,nor,okc,pho,@ lac,gsw,@ nor,@ mem,mia,phi,mem,@ lal,bos,okc,orl,@ uth,@ gsw,cle,@ pho,@ por,ind,@ sac,cha,tor,lac,mil,@ nyk,@ det,@ ind,@ min,pho,@ mil,@ chi,sac,por,bkn,@ por,min,dal,lal,@ nor,@ cha,@ orl,@ mia,@ atl,lac,det,@ dal,was,@ okc,@ sas,sas,mem,nor,@ mem,@ hou,hou,@ gsw,uth,@ lac,gsw
det,was,@ mem,bos,ind,okc,@ por,@ gsw,@ sac,@ lal,nyk,@ atl,atl,@ bkn,mil,chi,lal,phi,@ mia,@ mil,@ chi,mia,min,@ nor,bkn,por,@ ind,@ bos,cha,hou,@ cle,@ orl,@ was,was,mem,@ nyk,@ tor,@ phi,pho,uth,@ was,lac,@ mil,nor,@ dal,orl,@ atl,phi,@ mia,@ orl,bkn,den,sas,cle,cha,@ cha,atl,dal,gsw,@ sas,@ hou,nyk,chi,@ min,@ bos,sac,@ tor,ind,@ den,@ pho,@ lac,@ uth,cle,mia,@ phi,mil,@ ind,@ bkn,bos,@ cle,@ chi,tor,@ okc
gsw,lal,@ lac,sac,@ phi,@ min,@ sas,@ mem,det,okc,uth,@ uth,mem,@ lal,por,@ nor,@ dal,@ okc,@ sac,tor,@ hou,@ mem,@ cha,dal,hou,@ pho,nor,sas,lal,@ den,lac,pho,@ cle,@ orl,@ mia,@ atl,@ was,@ mil,@ bkn,bos,den,@ okc,@ nor,ind,min,por,was,lac,@ uth,cha,chi,@ pho,phi,mia,@ sac,hou,bkn,@ det,@ chi,@ nyk,@ tor,@ ind,@ bos,atl,pho,dal,@ lac,cle,@ por,orl,mil,sas,mem,nyk,@ dal,@ sas,sac,uth,den,@ lal,@ por,min,@ den
hou,cha,dal,@ uth,@ lac,@ por,lal,lac,tor,@ phi,@ nyk,den,bos,@ dal,min,@ mem,atl,bkn,@ sas,@ uth,pho,gsw,orl,@ por,@ gsw,@ sac,chi,@ ind,@ det,dal,@ sas,mem,nor,@ okc,sac,nyk,lal,@ atl,@ was,@ bos,@ nor,okc,mil,por,sac,mem,@ mem,sas,@ dal,cle,pho,@ mil,@ min,was,@ lal,@ gsw,@ pho,@ sac,@ lac,det,mia,@ orl,ind,por,@ okc,@ chi,@ mia,uth,min,@ cle,@ cha,phi,lac,@ bkn,@ tor,okc,den,@ lal,@ den,@ min,nor,sas,@ nor
ind,orl,@ nor,cle,@ det,chi,tor,@ bkn,mem,mil,@ chi,@ nyk,@ bos,phi,min,@ cha,was,@ lac,@ por,@ uth,@ sas,@ okc,mia,cha,det,@ mia,hou,bos,@ bkn,bkn,cle,@ tor,nor,@ cle,tor,@ atl,was,sac,nyk,lac,@ gsw,@ pho,@ sac,@ den,@ lal,pho,bkn,orl,@ atl,por,@ orl,den,dal,atl,@ min,@ mil,lal,mil,@ bos,uth,gsw,@ cha,@ hou,@ dal,bos,@ phi,@ det,phi,@ nyk,chi,@ mem,@ chi,mia,@ was,@ cle,sas,det,@ tor,atl,@ mil,@ mia,okc,@ orl
lac,@ lal,gsw,@ sac,hou,@ orl,@ mia,@ hou,min,okc,bkn,mem,@ min,@ okc,sac,chi,nyk,@ sac,ind,@ atl,@ mem,@ cle,@ phi,@ bos,@ bkn,@ was,sas,nor,den,min,@ gsw,@ por,uth,pho,cha,@ dal,@ sas,orl,bos,lal,dal,@ nyk,@ ind,@ det,@ cha,@ chi,@ tor,@ mil,was,@ gsw,uth,@ den,mia,tor,phi,por,sas,@ mem,@ okc,@ nor,hou,nor,@ pho,@ lal,atl,pho,gsw,@ uth,cle,@ den,det,mil,@ nor,@ dal,@ hou,@ min,@ pho,dal,lal,okc,sac,den,@ por
lal,lac,@ gsw,sas,atl,@ dal,@ hou,@ nor,min,nor,@ den,mem,det,gsw,sac,@ was,@ bkn,@ det,por,@ sac,tor,pho,@ okc,@ cha,@ atl,@ mem,min,@ gsw,@ pho,mia,@ uth,phi,mil,uth,den,@ dal,@ hou,@ lac,cle,@ pho,@ bos,@ tor,@ chi,@ mia,@ orl,@ nyk,ind,cha,@ min,@ cle,@ phi,chi,uth,okc,hou,bos,bkn,@ ind,@ mem,sac,@ por,nor,lac,@ den,okc,@ okc,@ sas,sas,was,orl,nyk,@ mil,@ min,pho,por,@ sac,dal,@ lac,hou,gsw,mem,@ uth,@ sas
mem,@ sas,det,@ dal,bos,nor,gsw,@ ind,tor,@ lal,@ sac,@ lac,@ gsw,sas,hou,@ bos,bkn,pho,lac,gsw,orl,okc,@ nor,min,lal,@ dal,@ nyk,uth,@ hou,den,chi,@ pho,@ den,@ det,sas,pho,atl,okc,@ mil,sac,nor,@ hou,hou,@ por,@ sac,@ min,mil,@ okc,dal,@ atl,@ cle,was,@ orl,nyk,lac,@ cha,lal,@ okc,cle,@ was,@ bkn,@ chi,cha,por,@ nor,@ tor,@ phi,uth,@ mia,ind,min,@ uth,@ gsw,@ por,@ den,@ min,den,@ sas,mia,phi,@ lal,@ pho,dal
mia,chi,@ phi,@ bkn,was,@ tor,lac,bos,mil,dal,@ cha,atl,@ orl,orl,pho,@ cle,@ tor,cha,det,@ chi,@ min,@ det,@ ind,cle,uth,ind,sac,atl,@ lal,@ sac,@ por,@ den,gsw,@ orl,tor,nor,@ nyk,@ bkn,@ was,@ phi,@ cha,@ atl,bos,lal,sas,okc,@ nyk,det,@ lac,@ uth,@ pho,@ gsw,@ dal,@ okc,chi,nyk,orl,cha,@ hou,@ sas,@ chi,was,bkn,den,hou,@ cle,@ bos,mem,@ nor,por,@ ind,@ det,@ mil,tor,mil,min,nyk,bkn,@ mem,ind,@ atl,@ was,phi
mil,@ nyk,@ bos,tor,cle,dal,@ mia,@ orl,@ ind,okc,por,@ phi,cha,@ det,was,@ cha,bos,@ bos,det,@ was,bkn,@ chi,sas,chi,@ dal,nyk,@ cle,phi,@ cha,@ bkn,min,@ lal,@ uth,@ pho,gsw,chi,@ okc,@ tor,mem,@ hou,@ sas,det,@ cle,atl,lac,pho,@ orl,@ mem,nyk,@ den,hou,bos,nor,orl,den,ind,@ phi,@ ind,bkn,uth,sac,@ nor,was,orl,@ min,@ atl,@ nyk,cha,@ por,@ gsw,@ sac,@ lac,lal,mia,@ det,@ mia,@ chi,tor,ind,cle,@ was,@ tor,atl
min,orl,okc,@ nyk,@ cle,gsw,dal,@ lal,@ lac,cle,@ den,bos,@ was,lac,bkn,@ hou,@ ind,den,@ dal,@ okc,sas,mia,@ det,phi,@ sas,@ mem,@ bos,por,@ lal,@ lac,was,@ mil,dal,nor,okc,@ phi,pho,cha,@ sas,sac,@ tor,uth,@ uth,@ gsw,@ por,@ chi,nor,mem,@ atl,lal,@ okc,@ nor,por,hou,den,ind,@ uth,@ por,@ pho,@ sac,@ den,nyk,det,tor,mil,@ cha,sac,@ dal,@ hou,pho,@ mem,atl,lal,@ bkn,lac,mem,@ mia,@ orl,chi,hou,@ sac,@ gsw,uth
nop,ind,@ orl,cha,pho,@ mem,lal,@ pho,@ lal,@ uth,phi,uth,cle,@ sas,gsw,@ phi,@ nyk,@ chi,dal,okc,det,mem,@ den,@ gsw,@ lac,@ por,@ sac,den,@ hou,por,@ min,@ bos,@ ind,@ mia,was,dal,@ dal,sas,hou,gsw,@ mem,sac,@ det,orl,@ cle,@ min,chi,sas,atl,min,@ bkn,@ tor,@ mil,nyk,@ cha,@ was,lac,@ dal,@ pho,@ lac,@ sac,@ lal,mil,den,mem,por,bos,tor,@ atl,mia,bkn,lac,uth,@ sas,sac,@ den,@ uth,@ por,pho,@ okc,@ hou,okc,hou
nyk,mil,@ chi,min,cha,@ cha,sas,@ atl,hou,atl,@ det,ind,@ was,@ por,@ lac,@ den,nor,@ bkn,orl,bos,@ cle,chi,@ bos,atl,was,@ mil,mem,@ orl,okc,tor,@ tor,@ sas,@ hou,@ dal,det,mia,@ phi,pho,@ cha,@ ind,lac,bkn,phi,cha,lal,bos,cle,mia,@ mil,por,den,@ okc,sac,@ mem,@ nor,@ orl,@ atl,dal,@ mia,gsw,@ chi,@ det,@ min,uth,@ cle,phi,@ bos,mil,ind,@ phi,cle,@ lal,@ sac,@ pho,@ gsw,@ uth,bkn,was,@ mia,@ tor,chi,@ bkn,tor
okc,@ uth,@ min,pho,dal,@ det,was,@ lac,@ gsw,@ mil,den,lac,uth,sas,gsw,min,@ sac,@ por,@ nor,ind,@ atl,@ mem,lal,orl,@ den,chi,@ sas,tor,@ nyk,@ cha,hou,por,bkn,@ min,bos,@ uth,@ den,mil,@ mem,@ hou,gsw,sac,por,@ sas,@ bos,@ phi,atl,@ mia,@ bkn,@ was,mem,min,@ orl,nyk,@ por,@ lal,mia,lac,cle,mem,cha,phi,@ pho,@ lal,hou,lal,dal,@ chi,@ cle,@ tor,den,@ dal,sac,uth,sas,@ hou,@ pho,@ sac,@ lac,nor,@ ind,@ nor,det
orl,@ ind,@ min,nor,bkn,lac,bos,@ atl,@ bos,mil,dal,mia,@ mia,pho,@ atl,phi,sas,@ was,@ phi,@ nyk,@ hou,@ mem,@ cha,cle,@ okc,@ chi,uth,sac,nyk,det,atl,gsw,@ cle,mia,@ lac,@ por,@ sac,@ den,@ dal,chi,cha,bos,@ bkn,atl,lal,@ nor,@ det,@ tor,mil,@ bos,@ ind,det,okc,ind,mem,@ mil,@ cle,nyk,@ tor,@ was,@ phi,@ mia,phi,hou,@ sas,@ mil,den,was,@ gsw,@ pho,@ uth,@ lal,por,cha,tor,cle,@ cha,min,bkn,was,@ bkn,@ chi,ind
phi,mia,@ was,chi,gsw,was,cle,@ cle,sas,hou,@ atl,@ nor,@ dal,tor,mil,@ ind,@ orl,nor,@ det,orl,@ cha,den,lac,@ min,@ tor,por,@ bkn,bkn,@ mil,@ pho,@ lal,@ den,@ sac,@ por,min,@ cle,det,nyk,cha,mia,@ chi,@ was,@ nyk,tor,okc,pho,@ bos,atl,@ det,@ bkn,bos,lal,@ lac,@ gsw,@ uth,cle,dal,mil,orl,was,@ orl,@ okc,uth,@ nyk,sac,ind,mem,@ ind,chi,nyk,@ chi,@ sas,@ hou,det,@ atl,cha,@ bos,bkn,@ tor,@ mem,@ cha,bos,@ mia
phx,por,uth,@ okc,@ nor,@ sas,den,nor,@ por,bkn,@ sac,sac,@ cha,@ orl,@ mia,por,@ uth,uth,@ mem,@ hou,tor,@ lal,sac,gsw,sas,@ den,dal,lal,@ gsw,phi,@ lac,mem,mil,@ chi,@ min,@ mem,@ det,@ nyk,lal,dal,den,ind,was,@ cle,@ phi,@ mil,@ ind,cha,chi,@ hou,gsw,mia,@ den,bos,sas,hou,min,@ uth,nor,atl,lac,okc,@ gsw,@ lac,cle,@ bos,@ tor,@ bkn,orl,det,@ min,@ atl,@ was,nyk,@ lal,lac,@ por,okc,@ nor,@ sas,@ dal,mem,@ sac
por,@ pho,@ den,sas,hou,sac,@ sac,det,pho,@ bos,@ tor,@ bkn,@ mil,chi,@ gsw,nyk,@ pho,@ lal,ind,okc,uth,dal,@ uth,hou,@ phi,@ det,@ cle,@ min,nor,lac,mia,@ nor,@ okc,cha,phi,@ sac,orl,bos,cle,@ sas,@ dal,@ hou,@ okc,den,min,@ gsw,mem,tor,@ was,@ nyk,@ ind,@ min,okc,@ lac,sas,uth,min,@ den,bkn,den,lal,atl,@ dal,@ hou,@ mem,@ sas,@ nor,gsw,mil,was,@ cha,@ mia,@ orl,@ atl,@ chi,mem,@ lal,pho,nor,sac,@ uth,gsw,lac
sac,den,lac,@ gsw,atl,@ por,por,bkn,det,mem,pho,@ pho,@ lac,@ lal,lac,gsw,okc,lal,@ uth,dal,uth,@ pho,hou,@ cha,@ atl,@ mia,@ orl,nor,mia,@ sas,@ hou,phi,cha,por,orl,cle,@ ind,@ min,@ mem,@ okc,@ nor,@ hou,ind,den,@ uth,mem,@ dal,@ sas,chi,tor,@ bos,@ was,@ cle,@ nyk,gsw,bos,@ den,hou,@ lal,min,nor,@ mil,@ tor,@ bkn,@ det,@ phi,@ chi,@ min,was,sas,mil,nyk,@ okc,@ dal,@ nor,lal,@ gsw,dal,okc,@ por,@ lac,min,pho
sas,mem,@ lal,@ por,@ den,pho,gsw,@ nyk,@ phi,was,@ uth,bos,@ mem,cle,nor,@ okc,@ orl,hou,atl,@ min,ind,@ tor,@ mil,min,@ uth,@ lac,@ pho,@ gsw,okc,tor,hou,@ dal,sac,bkn,nyk,lac,@ mem,dal,min,@ nor,uth,por,mil,okc,@ atl,@ mia,@ hou,chi,sac,@ nor,@ was,@ bkn,@ cha,@ det,@ bos,@ lac,@ por,@ pho,det,cha,dal,@ cle,mia,orl,@ chi,por,lal,uth,@ lal,@ sac,@ gsw,phi,den,@ den,nor,@ ind,gsw,@ okc,mem,@ dal,pho,@ hou,lal
tor,bos,@ atl,@ mil,mia,@ cha,@ ind,uth,@ hou,@ mem,chi,por,@ phi,was,bkn,mia,den,@ gsw,@ pho,@ lal,sas,phi,@ chi,cha,@ dal,@ okc,@ sas,@ nyk,nyk,@ chi,ind,@ was,@ mia,@ ind,det,bkn,mil,@ bos,min,lal,@ cha,dal,@ phi,lac,@ bkn,orl,@ den,@ por,@ uth,@ sac,@ lac,nor,atl,@ was,chi,cle,orl,@ cle,was,gsw,sac,@ min,@ bkn,det,mem,pho,@ atl,@ nor,okc,atl,@ cle,@ bos,bos,@ orl,@ mia,hou,ind,@ mil,phi,nyk,@ det,mil,@ nyk
uta,okc,@ pho,hou,@ bkn,@ bos,@ chi,@ tor,den,nor,sas,@ gsw,gsw,@ nor,@ dal,@ okc,chi,pho,@ pho,hou,ind,@ por,sac,por,@ sac,@ den,sas,@ mia,@ orl,@ atl,@ cha,@ mem,lal,@ lac,cha,mil,@ lal,okc,cle,den,@ sas,@ det,@ min,min,was,sac,gsw,@ lac,tor,@ dal,mia,@ lal,phi,bkn,@ por,min,bos,pho,@ cle,@ ind,@ mil,@ was,@ nyk,@ phi,atl,dal,lac,@ sas,@ hou,@ mem,orl,det,mem,@ nor,@ okc,nyk,nor,@ gsw,dal,por,@ den,lal,@ min
was,@ det,phi,@ mia,@ phi,bkn,@ okc,@ dal,@ sas,cle,min,@ cle,@ tor,nyk,lal,@ mil,@ ind,atl,orl,mil,den,@ atl,lac,@ nyk,@ bkn,@ bos,@ min,det,@ det,dal,tor,gsw,@ cha,@ nor,@ ind,hou,@ chi,mia,chi,det,phi,bos,@ pho,@ uth,@ gsw,@ lac,okc,por,sas,cle,sac,@ mem,@ hou,tor,@ atl,nor,@ cle,orl,@ tor,@ phi,mem,uth,@ mil,@ mia,cha,@ orl,bkn,@ sac,@ por,@ lal,@ den,pho,ind,atl,@ cha,bos,@ nyk,chi,cha,@ orl,mil,mia,@ bos
